Year	Station	Annual_DIN_flux	precip	precip_JJAS	precip_JAS	precip_JASO	precip_ASO	pre_gt_10	pre_gt_20	pre_gt_10_JJAS	pre_gt_20_JJAS	pre_gt_10_JAS	pre_gt_20_JAS	pre_gt_10_JASO	pre_gt_20_JASO	pre_gt_10_ASO	pre_gt_20_ASO	R90pTOT	R95pTOT	R99pTOT	R90pTOT_JJAS_1	R95pTOT_JJAS_1	R99pTOT_JJAS_1	R90pTOT_JAS_1	R95pTOT_JAS_1	R99pTOT_JAS_1	R90pTOT_JASO_1	R95pTOT_JASO_1	R99pTOT_JASO_1	R90pTOT_ASO_1	R95pTOT_ASO_1	R99pTOT_ASO_1	R90pTOT_JJAS_2	R95pTOT_JJAS_2	R99pTOT_JJAS_2	R90pTOT_JAS_2	R95pTOT_JAS_2	R99pTOT_JAS_2	R90pTOT_JASO_2	R95pTOT_JASO_2	R99pTOT_JASO_2	R90pTOT_ASO_2	R95pTOT_ASO_2	R99pTOT_ASO_2	temp_annual	temp_JJAS	temp_JAS	temp_JASO	temp_ASO	fert_kgN_km2	ln_fert	fert_dep_kgN_km2	ln_fert_dep	LSC_MCM	LSC_MCM_mm	LSC
2000	Mandleshwar	146.170885795412	773.356421254609	758.877688461	629.493771006	631.438994062	253.274498062	29	3	29	3	25	3	25	3	10	0	124.39733	124.39733	0	124.39733	124.39733	0	124.39733	124.39733	0	124.39733	124.39733	0	0	0	0	124.39733	93.37105	0	124.39733	93.37105	0	124.39733	93.37105	0	0	0	0	25.171623399854	27.2103883951613	26.4573873046595	26.5025171972446	26.5366455103047	2133.25801364164	7.6654056739509	2555.40341364164	7.84596538201046	7448.57	9.6314840030891	0.132284250615846
2001	Mandleshwar	255.567404471927	1062.4444638626	922.8767139	675.7476296	777.11333668	423.30715068	39	12	35	10	28	6	32	8	18	4	230.51751	157.79137	0	230.51751	157.79137	0	138.7793	113.29506	0	138.7793	113.29506	0	33.37784	33.37784	0	208.28596	157.79137	0	113.29506	79.91722	0	138.7793	79.91722	0	33.37784	33.37784	0	25.4307863151887	27.1927328064516	26.6662021863799	26.5370655460349	26.7676108355735	2209.44440448798	7.70049636222118	2644.45336448798	7.88021965544336	7475.53	7.03616071641253	0.0966386122102011
2002	Mandleshwar	264.128307234052	982.9530466894	920.686999586305	776.182204616305	804.072510496305	721.447982586095	36	10	35	10	30	9	31	9	30	9	358.09554	247.60829	70.47408	358.09554	247.60829	70.47408	318.92476	208.43751	70.47408	318.92476	208.43751	70.47408	318.92476	208.43751	70.47408	334.59152	247.60829	70.47408	295.42074	208.43751	70.47408	295.42074	208.43751	70.47408	318.92476	208.43751	70.47408	25.8806786838691	27.8914151801075	26.7399517956989	26.6006207998992	25.976428593414	2046.11250349663	7.62369693204609	2493.98502349663	7.82163712120857	7490.49	7.62039450941027	0.104662809672022
2003	Mandleshwar	503.893002569181	1316.64662380917	1215.014294733	1071.4034048	1127.67860728417	695.16459228417	49	16	47	16	43	14	45	14	30	7	403.65369	199.82481	0	403.65369	199.82481	0	351.87539	199.82481	0	351.87539	199.82481	0	152.40091	77.15429	0	356.23098	167.47913	0	253.70094	167.47913	0	304.45268	167.47913	0	129.07395	77.15429	0	25.5645682431408	27.6725467365591	26.1419342043011	25.7534433876008	25.3115265598118	2163.88884975627	7.67966227531834	2624.62492975627	7.87269328091447	7490.49	5.68906634821223	0.0781368559959927
2004	Mandleshwar	347.62823781974	986.8436140937	904.632260409	738.338161556	775.207792154	570.571049184	31	15	30	15	25	12	25	12	17	10	334.36575	178.41751	0	334.36575	178.41751	0	264.42669	108.47845	0	264.42669	108.47845	0	264.42669	108.47845	0	289.12648	178.41751	0	194.26545	108.47845	0	219.18742	108.47845	0	219.18742	108.47845	0	25.2706663247686	27.3534619193548	26.3501488924731	25.8940729974798	25.3309603407258	2050.06975254885	7.62562909718718	2523.66939254885	7.83346922956228	7490.49	7.59035159474496	0.104250183284278
2005	Mandleshwar	620.936782713808	1192.1524023592	1087.0151698022	981.969362267	1004.905365428	502.086736428	42	14	41	14	36	13	36	13	17	5	473.30374	370.75737	135.88934	473.30374	370.75737	135.88934	473.30374	370.75737	135.88934	473.30374	370.75737	135.88934	211.07744	155.77423	71.72511	426.06058	307.21995	135.88934	401.09218	273.6931	135.88934	426.06058	307.21995	135.88934	211.07744	155.77423	71.72511	25.1294828846519	27.9652154086022	26.2908028781362	25.9649951273522	25.7898235031362	1934.71753799707	7.56771661961315	2421.18073799707	7.79201060842545	7490.49	6.28316479099212	0.0862965401391603
2006	Mandleshwar	651.846960740256	1036.9336095006	912.854079737	882.029015179	892.0761647416	583.5395324416	32	11	31	10	31	10	31	10	20	6	349.73178	296.61745	71.74083	317.48458	264.37025	71.74083	317.48458	264.37025	71.74083	317.48458	264.37025	71.74083	245.66557	192.55124	71.74083	317.48458	232.9218	71.74083	292.66115	232.9218	71.74083	292.66115	232.9218	71.74083	245.66557	192.55124	71.74083	25.7315709795885	27.6398160833333	26.1974061111111	26.1662426302083	26.0524698510305	2442.82496765459	7.80091042221315	2942.15172765459	7.98689647279367	17240.49	16.6264164282448	0.228356610147713
2007	Mandleshwar	546.153288607708	790.0858630079	754.268894826	680.7041675	686.58062413	344.30788553	16	6	16	6	15	6	15	6	8	2	237.71019	210.59365	106.7121	237.71019	210.59365	106.7121	237.71019	210.59365	106.7121	237.71019	210.59365	106.7121	32.25565	32.25565	0	237.71019	146.8488	106.7121	237.71019	146.8488	106.7121	237.71019	146.8488	106.7121	32.25565	32.25565	0	25.5532143627112	27.9299147284946	26.6830526379928	26.2438625430108	26.0570314551971	2676.26661346242	7.89217804762397	3188.45693346242	8.06729235883093	17609.53	22.2881218668558	0.30611767593094
2008	Mandleshwar	268.8853048382	901.805516698886	860.902417135	661.812317285	678.591659525	439.10474662	32	11	32	11	22	9	22	9	14	6	260.71358	80.94548	0	260.71358	80.94548	0	238.57302	80.94548	0	238.57302	80.94548	0	151.90987	43.55726	0	238.57302	80.94548	0	189.29809	80.94548	0	189.29809	80.94548	0	151.90987	43.55726	0	25.3110153068533	27.2610246263441	26.618607390681	26.4247565107527	26.282893734767	2707.81906311006	7.90389881610937	3232.87294311006	8.08112647695628	17609.53	19.5269708090285	0.268194465093992
2009	Mandleshwar	448.831053107932	1082.2059094812	899.6102655002	863.2433307062	925.9550482122	497.3466344122	30	9	24	7	24	7	26	8	14	4	406.68974	354.73613	216.73906	384.67861	354.73613	216.73906	384.67861	354.73613	216.73906	384.67861	354.73613	216.73906	160.42638	130.4839	79.0805	384.67861	354.73613	216.73906	384.67861	354.73613	216.73906	384.67861	354.73613	216.73906	160.42638	130.4839	79.0805	26.2217384513569	28.6456412284946	27.0851769713262	26.6241961962366	26.45455890681	3104.50166662702	8.04060848764714	3642.41910662702	8.20040332962152	17609.53	16.2718849026077	0.223487273587163
2010	Mandleshwar	571.016480631611	993.5087953622	925.997301931	869.56305951	884.536507137	587.177068137	35	11	34	11	34	11	34	11	25	8	241.0007	116.37186	0	241.0007	116.37186	0	241.0007	116.37186	0	241.0007	116.37186	0	190.55786	65.92902	0	172.37877	84.15029	0	172.37877	50.44284	0	172.37877	84.15029	0	121.93593	65.92902	0	26.1912846469534	28.5334243575269	27.1334303655914	26.8599644677419	26.4549159569892	3326.33314019219	8.10962581715192	3877.11414019219	8.26284637757603	17685.77	17.8013220240817	0.244493428341025
2011	Mandleshwar	1163.74375878051	1231.92100227001	1211.303729984	981.341920924	982.611584184	613.158700684	52	14	52	14	44	11	44	11	27	6	353.98998	89.03369	0	353.98998	89.03369	0	260.12601	49.4185	0	260.12601	49.4185	0	128.91313	0	0	307.0844	89.03369	0	163.65596	49.4185	0	188.61661	49.4185	0	106.17984	0	0	25.2196175716846	27.214515188172	26.2782508064516	26.1794885080645	26.0168216666667	3471.74901058579	8.1524137835894	4034.50706058579	8.30263940733928	17685.77	14.3562533371955	0.197176905838502
2012	Mandleshwar	1120.88652316752	1317.7186915466	1266.50940314	1182.4280585	1190.9683845956	708.2751351956	40	21	40	21	36	21	36	21	20	10	780.3246	500.29457	161.12958	780.3246	500.29457	161.12958	780.3246	500.29457	161.12958	780.3246	500.29457	161.12958	408.48853	255.40213	161.12958	667.05035	500.29457	161.12958	667.05035	466.99027	161.12958	667.05035	466.99027	161.12958	341.70696	255.40213	161.12958	25.1939836475714	27.703923422043	26.2410678960573	26.0260014865591	25.6051614444444	3441.10276472471	8.1435472701364	4015.83786472471	8.29800128822708	17685.77	13.4215065123212	0.184338564083028
2013	Mandleshwar	1777.736352658	1686.66755093607	1521.530947356	1171.762124677	1268.1237607523	761.6475217523	53	29	49	29	38	24	41	24	21	13	917.59057	498.49367	202.4949	917.59057	498.49367	202.4949	758.42729	393.22519	146.64632	758.42729	393.22519	146.64632	435.84688	306.08913	146.64632	823.0213	434.64539	146.64632	538.19875	329.37691	146.64632	639.07708	329.37691	146.64632	435.84688	274.38039	146.64632	24.8874663198285	26.8888364462366	26.1218545949821	25.9259794139785	25.9419435197133	3860.5172014632	8.25855644349939	4447.2293514632	8.40003656360471	17685.77	10.485628890047	0.144015559752873
2014	Mandleshwar	492.52575337981	1063.36598451008	915.65371850957	851.94025218357	887.36321005777	475.8453010642	27	12	25	11	24	11	25	12	11	5	404.84597	352.56156	130.1922	380.4433	352.56156	130.1922	380.4433	352.56156	130.1922	404.84597	352.56156	130.1922	196.21042	171.80775	57.95056	380.4433	290.17641	72.24164	380.4433	290.17641	72.24164	380.4433	290.17641	72.24164	196.21042	109.4226	0	25.3528084348438	28.6007454543011	27.148281827957	26.8695120967742	26.5315759139785	3638.21480320988	8.1992484016478	4236.90400320988	8.35158809358676	17685.77	16.631874874339	0.22843157953466
2015	Mandleshwar	NA	1165.4677296274	986.5868587425	821.39490083	841.7490463	479.66952905	37	17	32	16	27	14	28	14	17	7	476.58691	322.56137	183.18721	450.85793	322.56137	183.18721	391.90511	286.71741	183.18721	391.90511	286.71741	183.18721	183.51395	155.31474	124.66131	405.08796	291.90794	127.30993	369.244	256.06398	68.78403	369.244	256.06398	68.78403	183.51395	124.66131	68.78403	25.4646552870584	28.0900250698925	27.0824223154122	27.0778328655914	26.9425004874552	3893.78383644542	8.26713667243584	4504.45008644542	8.4128210952099	17685.77	15.1748259951	0.208419645855594
